"","participant.label","(Intercept)","flying.weight","diet.weight","electricity.weight","commute.weight","regional.weight","recycling.weight","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car","policy.flying","policy.recycle","policy.RE","policy.meat","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"155","6274f9115634950cf5970f1c",2.19432621978687,2.22653140690238,1.26418688861024,0.955026133662254,0.531291394632663,0.981333101497873,1.44627430883399,"Male",43,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,1.5,"left-leaning",1,6.5,6,5.5,4.5,6.5,4.5,0.6988837,-0.22,-0.0575,1.053,0,0,0.0729,0,0.03645
"156","6277fb597942c07d74b16b98",2.80625762260258,0.900142937581161,1.01485915824883,0.377425971934514,0.182781096648822,0.462468471822241,0.708978034193101,"Female",33,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,10.5,"left-leaning",3,6.5,6,6,6.5,6.5,7,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,6.74,0.1142
"157","627e76aae54a59191fa81f08",2.60464311587187,1.24901105847164,1.07566547800524,0.861741871820735,0.513805382698098,0.773417463030629,1.07337408105578,"Female",22,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5.5,4.8,"left-leaning",2,6.5,4.5,6.5,5.5,5,6,1.294697,-0.11,-0.0575,1.431,1.0872,0.1555,0.0729,0.9,0.1142
"158","62a0f6d97132dba61b6ea5b1",2.00509928660574,1.40240971027927,1.09511272969052,1.13447335099436,0.718736793924421,0.986779209380495,1.42025793379341,"Male",31,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,5.9,"left-leaning",5,6,6,5.5,6,5,5.5,0.6988837,-0.22,-0.0575,2.282,1.0872,0,0,2.07,0
"159","62a133f31c71d01e25386981",2.96333492478997,1.56278929276389,1.14674879549242,0.310158306586791,0.3673840835177,0.543695400193142,0.85151973089461,"Female",47,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,3.8,"right-leaning",6,4,3.5,5,4,3.5,4.5,0.6988837,-0.33,-0.0575,2.282,0.2726,0,0,0.9,0
"160","62b0a3fa60084743d22ad31c",2.16624306379546,1.31283230735241,1.33032556020435,0.727271515294711,0.626848082844986,0.881121296600243,1.3500881044363,"Female",33,"18.000£ to 23.000£","Further education",5,8.4,"left-leaning",5,4.5,1.5,6,4,1,3,1.294697,-0.22,-0.0575,2.282,4.0896,0,0.0729,0.9,0.03645
"161","62b5d90d09660072824f68cf",2.87763988000785,1.36570287325141,0.770046932767307,0.337448050289793,0.280280319141778,0.395289947771316,0.650437529685006,"Male",37,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5,5.3,"left-leaning",3,4.5,4.5,4,4.5,4.5,6,0.6988837,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,2.07,0.1142
"162","62b84bc871daedd6295f2a55",2.78472563829044,1.76976975277076,0.514024604127565,0.605470900037019,0.304868463817318,0.475747934077842,0.761387673680302,"Female",55,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,6.3,"left-leaning",5,3.5,3,3,3.5,3,3,0.6988837,-0.11,-0.0575,1.431,4.0896,0.1555,0.0729,0,0.1142
"163","62bcbc7df297dff85dfa7857",3.51574067907376,0.779987427375123,0.979351010510927,0.433568046239999,0.558952569162486,0.588781967108268,0.897403318412486,"Male",61,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,7.7,"right-leaning",6,4,2.5,3.5,3.5,3.5,4,0.6988837,-0.11,-0.0575,2.282,1.0872,0.1555,0.0729,3.59,0.1142
"164","62c7e2035db496124cf69b56",4.37522116072234,1.17499983967975,0.940578091065428,0.53459671767283,0.515925712332331,0.639168740905868,0.885988671913742,"Female",45,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.75,4.6,"left-leaning",4,5,2,7,4,4,5.5,0.1031,-0.11,-0.0575,2.282,0.2726,0,0.0729,2.07,0.03645
"165","62d133d8355730e56a6722dc",3.2718650750462,1.52595923651329,0.601888241130666,0.21028996786478,0.214666171764355,0.317976228588082,0.593349639209124,"Male",33,"> 45.001£","Further education",5.5,5.5,"right-leaning",7,3.5,4.5,4.5,3,2.5,4,1.294697,-0.33,-0.0575,2.282,0.2726,0,0,2.07,0
"166","62e154b0682e270b4acdf5ee",1.41941933088968,1.39978416888743,1.14931046751292,0.886121381745407,0.53450184447939,0.866772339119992,1.3502988235764,"Male",32,"23.001£ to 30.500£","Further education",2.75,3.3,"left-leaning",5,3.5,3.5,3.5,4,3.5,3.5,1.294697,-0.33,-0.0575,2.282,0,0.1555,0,0,0.07775
"167","62e98117d8254c5e98e64592",4.12522581152542,0.200449440171829,-0.0153771323610045,0.3104070517237,0.502889906076045,0.359041354328391,0.817818840590142,"Female",51,"> 45.001£","Further education",3,10,"right-leaning",6,4,4,4,4,4,4,1.294697,-0.22,-0.0575,2.282,0,0,0,6.74,0
"168","62fb794d58e8f2902c9a5f13",3.69485944754266,0.226045561047234,0.483342965926598,0.294786209813194,0.204671950097738,0.400203439672563,0.782535463808812,"Female",26,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,4.8,"left-leaning",3,4,3,3,4,2,4.5,1.294697,-0.22,-0.0575,1.431,0.2726,0,0,2.07,0
"169","62fb7bd5e0c65f772ce189c8",2.56719532392164,0.927181676597493,1.84927156410739,0.348400357505576,0.354333648174944,0.741223409269663,1.05791976942174,"Female",47,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,1.5,"left-leaning",4,6,6,6.5,6,7,7,0.1031,-0.11,-0.0575,1.053,0.2726,0.1555,0.0729,0,0.1142
"170","62fcedae37fcdac16269c7f0",1.09926766332086,1.23426105780586,0.760447829525166,0.56989746057532,0.184790501493082,0.386427525581467,0.631666969502536,"Male",20,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,3.8,"left-leaning",5,4,3,4,3.5,3.5,5,0.6988837,-0.33,-0.0575,2.282,0.2726,0,0,0.9,0
"171","631121b9300114184c43848c",1.62642930430167,1.03454460684559,0.8000304243953,0.816296810114812,0.408430656440271,0.626169113251279,0.96329805581558,"Male",42,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3.5,4,"left-leaning",3,3.5,5,4.5,3.5,4,4.5,1.294697,0,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"172","631625a868c124694850420c",2.29386918494176,0.543411813224504,0.137928541760352,1.1454043586194,0.786159305822246,0.859607671613544,1.50195294460628,"Male",22,"< 18.000£","Further education",2.25,3.2,"right-leaning",6,4.5,3,4,3,3,3.5,1.294697,-0.33,-0.0575,2.282,0,0,0,0,0
"173","6319fb160fc7f174e5861d1d",2.02671614416971,1.9152113252143,1.02207356908504,0.548530273492915,0.385142163787174,0.560161025543809,0.844279620268796,"Female",37,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5,7.4,"right-leaning",6,4,3,4,4,3.5,4,0.6988837,-0.22,0,2.282,1.0872,0,0,3.59,0
"174","634825209775febdbe9c9825",1.64325614614678,0.395800959813548,0.428146062685846,0.970968796485716,0.204004663628393,0.536412239751878,0.82687354807925,"Male",46,"23.001£ to 30.500£","Further education",6,2.5,"left-leaning",3,5,2.5,4,4,4,4,0.1031,0,-0.0575,2.282,0,0.1555,0,0,0.07775
"175","637f7c23658dbd7bcdd9e193",2.4362573088346,1.23071913958536,0.635606416257449,1.04926347111909,0.593136912437154,0.66026988625997,0.85628422550208,"Male",19,"< 18.000£","Further education",2.75,7,"right-leaning",8,4,3.5,3.5,4,3.5,4.5,1.294697,-0.33,-0.0575,2.282,0,0.1555,0.0729,3.59,0.1142
"176","637f8e8b4aab8c4f8af7e09b",1.79537451839681,1.18830746741521,0.756277279525807,0.634629464724969,0.254315035670463,0.599919729100051,1.04637087120759,"Male",49,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4.5,4.9,"left-leaning",5,4,3,5.5,3.5,4.5,4.5,0.6988837,-0.11,-0.0575,1.053,3.27168,0,0,0,0
"177","637fa9a2ca0c2fa078910c4b",3.76328224179155,1.674901499629,0.975916945310527,0.561072755308895,0.536146803866592,0.578611860547535,0.740909148483651,"Male",36,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,3.8,"right-leaning",7,4,3.5,5.5,4.5,3.5,3,1.294697,0,-0.0575,2.282,0.2726,0,0,0.36,0
"178","6380e6f4701835df21c0d764",2.0195736760036,0.323423559168481,0.964245503400701,0.294421415970218,-0.0679630802719915,0.327509250870653,0.566531928879252,"Male",39,"> 45.001£","Further education",1,5.4,"left-leaning",4,4,2.5,4,4,1,4,0.1031,-0.22,-0.0575,2.282,3.27168,0,0,0,0
"179","63a445e39a2fcc9bc2558d74",1.78863630050359,1.384644103568,0.783170927534774,0.555243174754905,0.142425868241526,0.460622875525205,0.756396952329997,"Male",69,"18.000£ to 23.000£","Compulsory education",6,2.6,"left-leaning",5,4,4.5,6,5,4.5,5,0.6988837,-0.33,-0.0575,1.234,1.0872,0,0,0,0
"180","63c014d48a1fb74f916f4158",2.0897368263424,0.861982825265911,0.998392558580013,0.388068329004219,0.0893295285734731,0.425809414309379,0.690640186678414,"Female",59,"< 18.000£","Further education",6,1,"left-leaning",3,6.5,5,5,5,5.5,5.5,0.1031,-0.22,-0.0575,1.053,0,0.1555,0,0,0.07775
"181","63ced8d2c8d001d1d5057196",2.92598399606053,1.65891414704255,1.18752977247172,0.328615105347385,0.390463896987978,0.557525994655569,0.853099386620244,"Male",43,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,11,"left-leaning",4,6,4.5,6,6,6,6,0.6988837,-0.11,-0.0575,1.431,2.0414,0.1555,0.0729,6.74,0.1142
"182","63d141f040c855b7fb494d13",4.08490066197072,1.17651787770813,0.0410043232953142,1.33952544715069,1.28564264233581,0.995338889207633,1.51589367684296,"Female",31,"30.501£ to 45.000£","Further education",3.25,6.9,"right-leaning",6,2.5,1,4,3,3,6,1.294697,-0.44,-0.0575,2.282,0.2726,0,0,3.59,0
"183","63d148b0da246ce02c8bd22b",1.49225043300179,1.33365264508177,1.67704422302701,0.900762179396583,0.484701180860198,0.962621598183432,1.34824955319807,"Female",31,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,4.1,"left-leaning",2,6,5.5,5,5.5,7,5.5,1.294697,-0.11,-0.0575,0.955,1.0872,0,0,0.9,0
"184","63d69163ecd60f16ced6c9c4",1.12807900913707,1.55380532439162,2.19241101618507,0.68350629903209,0.54158904327598,0.941042637355279,1.24923757765878,"Male",26,"< 18.000£","Further education",4.25,3.5,"left-leaning",5,2.5,5,3.5,3.5,4,4.5,1.294697,-0.22,0,2.282,0,0.1555,0,0,0.07775
"185","63d79c350c185ab8036d2a68",4.06996525692537,1.79893784064981,0.521262871870966,0.332802639429676,0.259188983960636,0.390105964342215,0.637229894178099,"Male",34,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,1.9,"left-leaning",1,6.5,7,6.5,4,5.5,7,0.6988837,0,-0.0575,1.053,0,0.1555,0.0729,0.36,0.1142
"186","63e52aac7a653a43be0247aa",1.98520205928627,1.62023677976956,0.720737770220867,0.330118395374366,0.0248619521948573,0.260636958489285,0.442809059403073,"Male",34,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,3.5,"left-leaning",3,6,4,6,5.5,4.5,4.5,1.294697,0,-0.0575,2.282,0,0,0,0.36,0
"187","63e538e14e8b1ae8b460d8bf",2.74174852405113,0.578906859318956,0.465357223712239,0.566774915659336,0.299121461663093,0.461631573115695,0.809080595685068,"Male",37,"> 45.001£","Further education",6,2.2,"left-leaning",1,7,6,7,4,7,7,0.1031,-0.33,-0.0575,1.234,0.2726,0,0.0729,0.9,0.03645
"188","63ea42db4a818f990ef95828",1.35498383304118,0.262512773665432,1.1428341870672,0.503354096859083,0.449085306678214,0.765258430594108,1.42163460973229,"Male",36,"> 45.001£","Higher education (Bachelor, Master, PhD)",5,5.7,"left-leaning",2,5,6,5.5,4,4.5,6.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0.6201,0,2.07,0.31005
"189","63ea95f2da4247bb899a1119",1.60692940945493,1.33629323165154,1.16135378790107,1.11881929665946,0.858236420952517,0.989686832210289,1.43152122031708,"Female",37,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,3.6,"left-leaning",4,5,3,6,4.5,4.5,5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"190","63f77cac11a2ddb8e7276c44",6.69210990540013,0.553525296680684,0.133438133587426,0.179814137319079,0.703018072429513,0.331818666417017,0.52966074867015,"Female",62,"< 18.000£","Further education",4.25,5,"right-leaning",6,3.5,1,3,2,1,3,1.294697,0,-0.0575,1.431,0.2726,0,0,2.07,0
"191","6421c5ce0498d13b6d20419c",4.00966657681017,0.983006228140342,0.838680895672701,0.177354496985419,0.263835992777134,0.318995616933648,0.461804140649252,"Female",32,"23.001£ to 30.500£","Further education",5,4.1,"left-leaning",5,4.5,5,5,4,3.5,4.5,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.9,0
"192","6480c46e98f143d5415295e1",4.83791402540975,0.956107442112048,0.238547530317886,0.337412211521005,0.511331389239729,0.357691471814194,0.604357736877239,"Male",62,"< 18.000£","Compulsory education",2.25,4.4,"right-leaning",6,2.5,4,6,3.5,2,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0,0
"193","64835b5840bc93bf8c400aeb",2.73397151060898,2.179144213691,1.23853899497782,0.881895673410683,0.771882460556523,0.992340662454752,1.46674616315163,"Female",58,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5.75,3.3,"right-leaning",6,5.5,6,6,4.5,6,6,1.294697,-0.22,-0.0575,1.234,1.0872,0,0,0,0
"194","64842953934f4be66c7f6fc2",7.78151988759392,-1.50969433145902,-0.825381310159589,-0.680852220539471,0.164380635108536,-0.553049582111623,-0.601479575992155,"Female",54,"> 45.001£","Compulsory education",4.75,8.9,"left-leaning",5,5,3.5,5,3.5,3.5,3,1.294697,-0.22,-0.0575,3.16,1.0872,0,0,3.59,0
"195","64fb2212b9a3b757d0d70767",2.54116332474759,0.896291238185126,1.23649663256178,0.617395009910685,0.497759119594317,0.740745843209447,1.11551792899561,"Female",57,"30.501£ to 45.000£","Further education",6,1.6,"right-leaning",6,6,6.5,7,7,7,7,0.6988837,-0.33,-0.0575,1.053,0.2726,0,0,0,0
"196","651be6560ce8a69af588fb31",3.0674259754835,0.776685259308377,0.635211837854986,0.344911254589357,0.160575684815842,0.328778252630671,0.550060787048398,"Male",54,"> 45.001£","Further education",5,4.1,"right-leaning",6,4,4,3,3.5,3,6,0.6988837,0,-0.0575,2.282,1.0872,0,0.0729,0.36,0.03645
"197","651c11304182690d4a93ef00",1.41047237645206,1.38582856368801,0.611727358690627,0.773222876983968,0.219641633520373,0.52404855710358,0.853960960752277,"Male",62,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,2.4,"left-leaning",4,5,6,4.5,4,4.5,4.5,0.1031,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"198","652c3417a11e952e735149b6",1.85366492461586,-0.281092704400758,0.387214610790663,0.851000349260779,0.808260320896827,0.718899808747865,1.31600694416373,"Female",44,"30.501£ to 45.000£","Further education",6,6.8,"right-leaning",10,5,4,3.5,4,1.5,2.5,0.6988837,-0.11,-0.0575,3.16,1.0872,0,0,2.07,0
"199","653bb95b0268ecbcadfb3c08",1.31517059177352,1.25973094951187,0.797665816513476,0.57403178185003,0.158898843109155,0.450166941984312,0.753025109032365,"Female",48,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3.2,"left-leaning",4,4.5,5,6,4.5,6,6,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.36,0
